epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,738.226,0.72652,0.58459,0.97906,0.89358,0.89386,0.92316,0.73195,0.83948,0.61848,0.99542,0.00048275,0.00048275,0.00048275
188,742.156,0.71143,0.56423,0.97217,0.87664,0.91457,0.92547,0.7249,0.86525,0.6102,1.0038,0.000478625,0.000478625,0.000478625
189,745.991,0.75573,0.58265,0.99577,0.87701,0.92035,0.9289,0.73341,0.83127,0.59213,0.99572,0.0004745,0.0004745,0.0004745
190,749.898,0.73555,0.56668,0.97104,0.86743,0.91877,0.92642,0.73971,0.82059,0.60019,0.97645,0.000470375,0.000470375,0.000470375
191,753.751,0.76669,0.58599,0.99442,0.86928,0.91225,0.92986,0.74774,0.83155,0.60403,0.98821,0.00046625,0.00046625,0.00046625
192,757.568,0.77281,0.59129,0.98267,0.8617,0.9297,0.92638,0.7503,0.82119,0.59725,0.98191,0.000462125,0.000462125,0.000462125
193,761.446,0.75013,0.57768,0.97245,0.87587,0.92468,0.93164,0.75211,0.80988,0.58918,0.97863,0.000458,0.000458,0.000458
194,765.52,0.74762,0.58766,0.98806,0.89153,0.91618,0.93919,0.75891,0.80292,0.59002,0.97408,0.000453875,0.000453875,0.000453875
195,769.407,0.74513,0.5679,0.97499,0.9036,0.90473,0.93977,0.7615,0.77701,0.5738,0.96098,0.00044975,0.00044975,0.00044975
196,773.381,0.71486,0.54299,0.97767,0.88398,0.91723,0.93252,0.75064,0.80601,0.58805,0.97121,0.000445625,0.000445625,0.000445625
197,777.292,0.74449,0.58965,0.98647,0.84989,0.9343,0.92247,0.76064,0.77262,0.59238,0.96087,0.0004415,0.0004415,0.0004415
198,781.201,0.75755,0.56904,0.99536,0.87975,0.90759,0.93251,0.77098,0.78405,0.58404,0.96446,0.000437375,0.000437375,0.000437375
199,785.16,0.72015,0.56536,0.97491,0.89618,0.89751,0.92968,0.76236,0.78097,0.58203,0.96571,0.00043325,0.00043325,0.00043325
200,789.084,0.69418,0.55449,0.97128,0.8971,0.89307,0.93277,0.76815,0.77276,0.57211,0.95627,0.000429125,0.000429125,0.000429125
201,793.031,0.72207,0.56122,0.97905,0.89324,0.91329,0.9327,0.76837,0.76763,0.57016,0.95529,0.000425,0.000425,0.000425
202,796.912,0.70767,0.54838,0.97122,0.88451,0.90673,0.93895,0.77219,0.78395,0.56891,0.95697,0.000420875,0.000420875,0.000420875
203,800.82,0.70622,0.55711,0.97318,0.88719,0.90545,0.92651,0.75977,0.77335,0.57757,0.95258,0.00041675,0.00041675,0.00041675
204,804.747,0.72059,0.56525,0.97505,0.8661,0.92307,0.93177,0.77289,0.75202,0.5699,0.93876,0.000412625,0.000412625,0.000412625
205,808.717,0.70432,0.54328,0.96817,0.88976,0.90481,0.93594,0.77864,0.74201,0.56486,0.93977,0.0004085,0.0004085,0.0004085
206,812.653,0.66583,0.53588,0.95986,0.88231,0.92053,0.93364,0.78826,0.72284,0.55634,0.93803,0.000404375,0.000404375,0.000404375
207,816.627,0.69837,0.55628,0.98157,0.8944,0.92307,0.93827,0.77826,0.74705,0.55797,0.94415,0.00040025,0.00040025,0.00040025
208,820.551,0.69383,0.52885,0.96736,0.88563,0.92809,0.94254,0.77945,0.76436,0.55583,0.96252,0.000396125,0.000396125,0.000396125
209,824.459,0.70891,0.54487,0.97776,0.87159,0.92917,0.92597,0.75901,0.79349,0.56428,0.98922,0.000392,0.000392,0.000392
210,828.334,0.67447,0.52174,0.96198,0.89316,0.90658,0.93737,0.77325,0.75357,0.55045,0.95797,0.000387875,0.000387875,0.000387875
211,832.195,0.65783,0.52259,0.95665,0.88186,0.922,0.92994,0.76921,0.74693,0.54961,0.94151,0.00038375,0.00038375,0.00038375
212,836.235,0.70513,0.54673,0.9664,0.87956,0.92676,0.92367,0.76556,0.75038,0.56584,0.93965,0.000379625,0.000379625,0.000379625
213,840.09,0.66069,0.51631,0.95094,0.88403,0.90969,0.92136,0.76296,0.75214,0.57337,0.94703,0.0003755,0.0003755,0.0003755
214,843.968,0.66915,0.5087,0.95202,0.89005,0.91512,0.92819,0.76273,0.7668,0.56444,0.95566,0.000371375,0.000371375,0.000371375
215,847.883,0.66599,0.52655,0.95637,0.87942,0.92473,0.93409,0.7699,0.75308,0.56205,0.94607,0.00036725,0.00036725,0.00036725
216,851.713,0.66523,0.51736,0.95102,0.86399,0.94093,0.92833,0.76457,0.74343,0.55836,0.94452,0.000363125,0.000363125,0.000363125
217,855.611,0.66281,0.51558,0.95707,0.88817,0.91233,0.92896,0.77041,0.74259,0.5494,0.94379,0.000359,0.000359,0.000359
218,859.53,0.62158,0.48728,0.94096,0.8816,0.92704,0.93247,0.77783,0.74245,0.53961,0.94246,0.000354875,0.000354875,0.000354875
219,863.445,0.69744,0.52308,0.96495,0.89841,0.90307,0.92975,0.76869,0.78134,0.54734,0.9551,0.00035075,0.00035075,0.00035075
220,867.328,0.65782,0.51498,0.93923,0.90566,0.9057,0.93277,0.78988,0.72953,0.52815,0.93928,0.000346625,0.000346625,0.000346625
221,871.222,0.67879,0.53642,0.96704,0.8672,0.9293,0.92266,0.77494,0.72604,0.53917,0.94305,0.0003425,0.0003425,0.0003425
222,875.194,0.66327,0.51811,0.96258,0.84858,0.95468,0.9052,0.75787,0.7264,0.56007,0.9426,0.000338375,0.000338375,0.000338375
223,879.13,0.66893,0.51586,0.95676,0.84863,0.94926,0.91441,0.76758,0.71979,0.55444,0.94027,0.00033425,0.00033425,0.00033425
224,883.022,0.67102,0.52997,0.95411,0.8484,0.9422,0.92285,0.76865,0.7239,0.54716,0.93827,0.000330125,0.000330125,0.000330125
225,887.177,0.67307,0.53054,0.95519,0.8621,0.93574,0.92907,0.78379,0.71928,0.54105,0.94089,0.000326,0.000326,0.000326
226,891.169,0.62698,0.50001,0.94809,0.89473,0.92521,0.93708,0.78707,0.72334,0.53094,0.94109,0.000321875,0.000321875,0.000321875
227,895.229,0.65045,0.51717,0.94826,0.89221,0.92559,0.93441,0.78382,0.7177,0.52999,0.93962,0.00031775,0.00031775,0.00031775
228,899.356,0.63973,0.49279,0.94615,0.87472,0.93514,0.92102,0.77069,0.73885,0.54837,0.94735,0.000313625,0.000313625,0.000313625
229,903.581,0.63227,0.49171,0.95541,0.89953,0.92501,0.93221,0.77868,0.72918,0.53652,0.95028,0.0003095,0.0003095,0.0003095
230,907.831,0.65166,0.4852,0.9464,0.90506,0.928,0.94327,0.79124,0.72635,0.52187,0.9426,0.000305375,0.000305375,0.000305375
231,911.83,0.62052,0.48109,0.93063,0.91548,0.90662,0.94917,0.79627,0.7153,0.51177,0.93422,0.00030125,0.00030125,0.00030125
232,915.731,0.62497,0.48429,0.95124,0.90178,0.92133,0.94888,0.8005,0.69051,0.50034,0.92196,0.000297125,0.000297125,0.000297125
233,919.601,0.65607,0.50853,0.96415,0.89768,0.9197,0.94801,0.79863,0.69202,0.501,0.92068,0.000293,0.000293,0.000293
234,923.482,0.63118,0.49692,0.94408,0.88255,0.94186,0.94858,0.79487,0.72421,0.51575,0.92314,0.000288875,0.000288875,0.000288875
235,927.409,0.63179,0.48066,0.94979,0.87862,0.93503,0.94265,0.79703,0.70715,0.51255,0.91021,0.00028475,0.00028475,0.00028475
236,931.32,0.63298,0.48949,0.94174,0.89071,0.93386,0.94261,0.8002,0.69447,0.50968,0.91556,0.000280625,0.000280625,0.000280625
237,935.239,0.63236,0.47811,0.93044,0.88491,0.91886,0.94229,0.80006,0.70216,0.50947,0.92403,0.0002765,0.0002765,0.0002765
238,939.111,0.62588,0.48624,0.94316,0.8889,0.92763,0.94422,0.79669,0.69462,0.50508,0.92094,0.000272375,0.000272375,0.000272375
239,943.079,0.6184,0.4865,0.9439,0.89707,0.93308,0.94441,0.80582,0.67866,0.50222,0.91701,0.00026825,0.00026825,0.00026825
240,947.041,0.62117,0.49159,0.94532,0.89443,0.93006,0.94347,0.80281,0.68052,0.49772,0.91525,0.000264125,0.000264125,0.000264125
241,951.037,0.63624,0.5029,0.94584,0.91281,0.9093,0.94126,0.80253,0.68678,0.51034,0.91856,0.00026,0.00026,0.00026
242,955.04,0.60283,0.47326,0.94235,0.91712,0.90809,0.94344,0.80981,0.68495,0.50655,0.91714,0.000255875,0.000255875,0.000255875
243,959.056,0.63352,0.47974,0.93863,0.90139,0.91101,0.94305,0.8087,0.67474,0.50511,0.91584,0.00025175,0.00025175,0.00025175
244,962.972,0.60672,0.4795,0.94612,0.90651,0.90763,0.94122,0.80368,0.68887,0.50624,0.92164,0.000247625,0.000247625,0.000247625
245,966.96,0.61097,0.47881,0.9384,0.92054,0.90414,0.94568,0.80073,0.71327,0.51265,0.93495,0.0002435,0.0002435,0.0002435
246,970.928,0.59422,0.46394,0.93469,0.89596,0.90981,0.94189,0.7972,0.6989,0.51498,0.93438,0.000239375,0.000239375,0.000239375
247,974.858,0.61513,0.48824,0.9427,0.91054,0.8946,0.94092,0.80284,0.6827,0.51446,0.92173,0.00023525,0.00023525,0.00023525
248,978.786,0.61866,0.46717,0.94582,0.9066,0.91816,0.94822,0.81061,0.67192,0.49613,0.9117,0.000231125,0.000231125,0.000231125
249,982.858,0.57918,0.46474,0.92455,0.89761,0.93762,0.95206,0.81176,0.67166,0.49025,0.91228,0.000227,0.000227,0.000227
250,986.782,0.5871,0.4561,0.93433,0.9035,0.92706,0.94202,0.80509,0.67867,0.50076,0.91456,0.000222875,0.000222875,0.000222875
251,990.693,0.58563,0.46237,0.92559,0.91442,0.91264,0.94401,0.80624,0.6758,0.50159,0.91925,0.00021875,0.00021875,0.00021875
252,994.523,0.58251,0.46787,0.93591,0.90222,0.91908,0.9452,0.81401,0.67944,0.49977,0.92436,0.000214625,0.000214625,0.000214625
253,998.509,0.59916,0.47696,0.94051,0.91171,0.92126,0.9418,0.81029,0.68025,0.50439,0.92254,0.0002105,0.0002105,0.0002105
254,1002.37,0.58512,0.44299,0.91785,0.92232,0.91618,0.94102,0.81673,0.66707,0.50296,0.91873,0.000206375,0.000206375,0.000206375
255,1006.3,0.58123,0.46154,0.93617,0.91289,0.93238,0.94128,0.81289,0.66205,0.49623,0.91807,0.00020225,0.00020225,0.00020225
256,1010.24,0.5863,0.4656,0.95084,0.91366,0.93158,0.94426,0.82074,0.65536,0.48865,0.91281,0.000198125,0.000198125,0.000198125
257,1014.2,0.58655,0.4547,0.93389,0.8968,0.9322,0.94108,0.8182,0.6533,0.48453,0.91111,0.000194,0.000194,0.000194
258,1018.13,0.56614,0.44472,0.91778,0.9016,0.92751,0.93957,0.8141,0.66071,0.49007,0.91067,0.000189875,0.000189875,0.000189875
259,1022.08,0.55394,0.43581,0.91657,0.91369,0.91766,0.94176,0.81315,0.66103,0.48686,0.90892,0.00018575,0.00018575,0.00018575
260,1025.98,0.58211,0.46873,0.93482,0.89926,0.93741,0.9378,0.81019,0.66404,0.48064,0.91393,0.000181625,0.000181625,0.000181625
261,1029.92,0.57494,0.45322,0.92618,0.89219,0.95053,0.94092,0.81452,0.65754,0.47478,0.91295,0.0001775,0.0001775,0.0001775
262,1033.85,0.56447,0.44011,0.91814,0.89561,0.9458,0.94473,0.82019,0.65288,0.4724,0.90858,0.000173375,0.000173375,0.000173375
263,1037.86,0.57673,0.44109,0.92218,0.91546,0.92259,0.9522,0.82516,0.65156,0.47237,0.90667,0.00016925,0.00016925,0.00016925
264,1041.81,0.57666,0.46517,0.92616,0.92427,0.91855,0.95578,0.82715,0.64824,0.46868,0.90182,0.000165125,0.000165125,0.000165125
265,1045.72,0.55183,0.43674,0.91803,0.91843,0.9262,0.95246,0.82412,0.63388,0.46897,0.89657,0.000161,0.000161,0.000161
266,1049.72,0.55216,0.44273,0.93146,0.9183,0.93136,0.95532,0.83181,0.62868,0.46311,0.89408,0.000156875,0.000156875,0.000156875
267,1053.81,0.56126,0.44424,0.92868,0.91573,0.94253,0.95601,0.83073,0.63752,0.46267,0.89551,0.00015275,0.00015275,0.00015275
268,1057.76,0.56501,0.43893,0.91854,0.91365,0.93897,0.95734,0.83018,0.63141,0.45868,0.89178,0.000148625,0.000148625,0.000148625
269,1061.76,0.53171,0.42343,0.90097,0.91954,0.93225,0.95681,0.83245,0.62417,0.45642,0.88695,0.0001445,0.0001445,0.0001445
270,1065.64,0.57375,0.45316,0.92809,0.92147,0.92682,0.95611,0.83485,0.62218,0.45803,0.88703,0.000140375,0.000140375,0.000140375
271,1069.55,0.55922,0.43854,0.92316,0.92852,0.92426,0.95742,0.8353,0.62711,0.45662,0.89093,0.00013625,0.00013625,0.00013625
272,1073.51,0.55625,0.43078,0.91635,0.92469,0.92676,0.9592,0.8368,0.62277,0.45846,0.89387,0.000132125,0.000132125,0.000132125
273,1077.39,0.55206,0.43637,0.91565,0.91235,0.93426,0.95944,0.83507,0.61927,0.45798,0.89148,0.000128,0.000128,0.000128
274,1081.33,0.56271,0.43885,0.91663,0.90419,0.93767,0.95851,0.83553,0.62542,0.45998,0.89162,0.000123875,0.000123875,0.000123875
275,1085.31,0.53054,0.42743,0.92103,0.9081,0.93611,0.95961,0.83307,0.6183,0.45685,0.88952,0.00011975,0.00011975,0.00011975
276,1089.2,0.54024,0.41832,0.91057,0.90717,0.94426,0.95947,0.83461,0.61273,0.45848,0.88612,0.000115625,0.000115625,0.000115625
277,1093.07,0.5552,0.45392,0.92021,0.91357,0.94154,0.96028,0.84063,0.61306,0.461,0.88703,0.0001115,0.0001115,0.0001115
278,1097.08,0.5566,0.44205,0.92378,0.91634,0.92954,0.95969,0.84111,0.61946,0.46728,0.88965,0.000107375,0.000107375,0.000107375
279,1101,0.53795,0.43147,0.91599,0.91538,0.93173,0.95916,0.84125,0.62191,0.46761,0.89138,0.00010325,0.00010325,0.00010325
280,1104.91,0.53686,0.42626,0.91072,0.92953,0.92006,0.95884,0.84063,0.61957,0.46322,0.89084,9.9125e-05,9.9125e-05,9.9125e-05
281,1108.81,0.54376,0.42075,0.91821,0.9277,0.92865,0.957,0.83913,0.6133,0.46238,0.88801,9.5e-05,9.5e-05,9.5e-05
282,1112.73,0.55825,0.44317,0.92693,0.92899,0.92356,0.95962,0.83814,0.60888,0.45432,0.88477,9.0875e-05,9.0875e-05,9.0875e-05
283,1116.7,0.5391,0.41857,0.91261,0.92895,0.92707,0.96354,0.84162,0.61081,0.45075,0.8838,8.675e-05,8.675e-05,8.675e-05
284,1120.59,0.55107,0.42968,0.91413,0.92274,0.92279,0.96399,0.84156,0.60674,0.44911,0.882,8.2625e-05,8.2625e-05,8.2625e-05
285,1124.86,0.53141,0.41876,0.90036,0.91276,0.93648,0.96412,0.84187,0.60855,0.45192,0.88094,7.85e-05,7.85e-05,7.85e-05
286,1128.84,0.54101,0.42633,0.91344,0.9162,0.9372,0.96304,0.83818,0.60952,0.45606,0.87977,7.4375e-05,7.4375e-05,7.4375e-05
287,1132.84,0.54667,0.42527,0.91703,0.91002,0.94639,0.96315,0.83907,0.61346,0.45678,0.87975,7.025e-05,7.025e-05,7.025e-05
288,1136.88,0.51704,0.4093,0.90721,0.91095,0.94633,0.96324,0.84294,0.60629,0.45104,0.87654,6.6125e-05,6.6125e-05,6.6125e-05
289,1140.95,0.55026,0.42214,0.91401,0.91254,0.94633,0.96323,0.84667,0.59885,0.44747,0.87403,6.2e-05,6.2e-05,6.2e-05
290,1145.14,0.52472,0.41692,0.91203,0.91042,0.94619,0.96448,0.84867,0.59424,0.44687,0.87324,5.7875e-05,5.7875e-05,5.7875e-05
291,1182.68,0.78275,0.59013,1.09567,0.93316,0.9197,0.96446,0.84161,0.60071,0.44539,0.87644,5.375e-05,5.375e-05,5.375e-05
292,1186.4,0.71028,0.56252,1.02523,0.9286,0.9272,0.96358,0.83286,0.62102,0.45386,0.88469,4.9625e-05,4.9625e-05,4.9625e-05
293,1190.1,0.71231,0.54064,1.03114,0.91343,0.9272,0.96059,0.82253,0.63965,0.46204,0.8914,4.55e-05,4.55e-05,4.55e-05
294,1193.83,0.71231,0.52196,1.0452,0.92806,0.91946,0.96137,0.81922,0.64688,0.46297,0.89245,4.1375e-05,4.1375e-05,4.1375e-05
295,1197.66,0.69921,0.52652,1.02457,0.93153,0.91807,0.96195,0.82781,0.63437,0.46016,0.88813,3.725e-05,3.725e-05,3.725e-05
296,1201.45,0.71199,0.52318,1.05609,0.93523,0.92057,0.96364,0.83318,0.61684,0.45227,0.88177,3.3125e-05,3.3125e-05,3.3125e-05
297,1205.25,0.69252,0.53667,1.03913,0.93452,0.9221,0.96465,0.83897,0.6108,0.44887,0.87763,2.9e-05,2.9e-05,2.9e-05
298,1209.03,0.68371,0.49785,1.01831,0.92126,0.92758,0.96466,0.83764,0.60838,0.44794,0.87544,2.4875e-05,2.4875e-05,2.4875e-05
299,1212.84,0.68041,0.51136,1.04395,0.91549,0.94092,0.96497,0.83911,0.60441,0.44567,0.87354,2.075e-05,2.075e-05,2.075e-05
300,1216.65,0.67894,0.50554,1.00513,0.91593,0.94552,0.96562,0.84226,0.60317,0.44519,0.87261,1.6625e-05,1.6625e-05,1.6625e-05
